,create_date,location_name,msg,msg
221,2020/03/07 14:58:41,경기도 용인시,용인시청,"분당제생병원 추가 확진자 중 용인시민 1명 발생(남/60세, 동천동 거주), 역학조사 후 동선은 SNS 및 홈페이지를 통해 공개하겠습니다."
222,2020/03/07 14:57:59,전라북도 완주군,완주군청, 코로나19 확산방지를 위해 당분간 종교집회 등 단체활동을 자제해 주실 것을 간곡히 호소합니다. 그동안 협조해 주신 종교계 등 군민께 감사드립니다.
223,2020/03/07 14:41:56,서울특별시 동대문구,동대문구청," 3월6일 동대문구(이문동)거주 성북구민(38세,남성)이 확진자로 판명,활동동선 사업장 일시폐쇄 및 소독 중.동선은 구 홈페이지 확인 요망."
224,2020/03/07 14:32:16,서울특별시 양천구,양천구청,코로나19 양천구 4번째 확진자 발생(3번째 확진자 가족). 상세내용은 양천구 블로그 확인 바랍니다 blog.naver.com/yangcheon2016
225,2020/03/07 14:28:44,경기도 이천시,이천시청, 3.5 16:02 자택-분당제생병원(검체채취) 17:45 자택 3.6 00:09 확진판정 11:15 이천의료원입원 이동동선 소독완료
226,2020/03/07 14:28:00,전라남도 함평군,함평군청," 코로나19예방 위해 외출자재 등 사회적 거리두기(일정거리)발열,기침시 1339로 상담바랍니다. 함평군 현재 확진자 없음을 알려드립니다."
227,2020/03/07 14:27:27,경기도 이천시,이천시청, 3.3 13:08 자택 13:12 송정주유소-분당제생병원 23:24 자택 3.4 13:06 자택-분당제생병원 23:35 분당제생병원-자택
228,2020/03/07 14:24:55,경상북도 포항시,포항시청," 3.5.09:59경대연합내과,11:50포항의료원선별진료소검사/3.6.17시.확진"
229,2020/03/07 14:24:50,경기도 이천시,이천시청, 성남시확진자(분당제생병원) 동선안내 3.1 14:42 자택(송정동)-양평 3.2 12:17 양평(역학조사중)-분당제생병원 23:23 분당제생병원-자택
230,2020/03/07 14:24:41,경상북도 포항시,포항시청,"3.3.09:30경대연합내과(삼흥로18),10:44굿모닝온누리약국(삼흥로18)/3.4.09:08경대연합내과,10:02굿모닝온누리약국"
231,2020/03/07 14:24:27,경상북도 포항시,포항시청,"42번확진자(남/65세.장량동)29.10:51박상후이비인후과(중앙로261),10:59천우당온누리약국(중앙로261)/3.1.~2.자택거주"
232,2020/03/07 14:22:17,충청북도 괴산군,괴산군청," 3월5일 08:00~10:00 괴산성모병원, 10:00~10:20 한마음약국, 3월6일 13:05~13:20 성모병원 선별진료소"
233,2020/03/07 14:21:56,충청북도 괴산군,괴산군청," 괴산군 8번 확진자(권00) 무증상자, 동선없음. 괴산군 9번 확진자(유00) 3월4일 08:00~17:00 괴산산림조합 유통조합"
234,2020/03/07 14:21:21,충청북도 괴산군,괴산군청," 3월2일 08:00~09:10 칠성의원, 09:10~09:20 한사랑약국, 10:00~11:00 장연우체국 3월6일 09:00~11:00 마을이발관"
235,2020/03/07 14:20:36,충청북도 괴산군,괴산군청," 괴산군 7번 확진자(이00) 동선, 2.29. 08:00~10:20 괴산성모병원 내과, 10:20~10:30 한마음약국"
236,2020/03/07 14:17:58,전라북도 남원시,남원시청, 금일 우천으로 코로나19 예방을 위한 차량 방역 소독을 하지 않으니 시민 여러분께서는 양해해 주시기 바랍니다.
237,2020/03/07 14:16:27,전라남도 장성군,장성군청,"코로나19 확산방지를 위해 종교 행사·집회 자제 및 손 씻기, 사회적 거리두기 운동에 적극 동참하여 주시기 바랍니다."
238,2020/03/07 14:07:27,경상북도 경산시,경산시청,"다중이용시설 출입 및 단체 종교예배 자제, 개인위생수칙 준수 ※발열, 기침, 호흡기증상 등 의심증상 시 1339나 선별진료소에 상담바랍니다."
239,2020/03/07 14:00:37,경기도 군포시,군포시청,"코로나19 확산 방지를 위해 종교행사,예배참석 및 불필요한 모임 자제 등 사회적 거리 두기에 동참을 부탁드리며,이상증상 발현시 1339로 연락바랍니다."
240,2020/03/07 14:00:06,경기도 수원시,수원시청," 코로나19 예방과 확산 방지를 위해 상황 진정시까지 예배, 법회, 미사 등 시민이 모이는 종교 행사와 모임 참석을 자제하여 주시기 바랍니다."
241,2020/03/07 13:45:51,경상북도 상주시,상주시청," 3. 7. 13시 현재 추가확진자 없음. 외출 자제 등 사회적 거리두기 실천, 손씻기, 기침예절 준수, 눈과 코, 입 만지지 않기"
242,2020/03/07 13:41:09,서울특별시 금천구,금천구청,"코로나19 확산 방지를 위해 예배, 법회, 미사 등 종교행사와 각종 모임 참석을 자제하여 주시고, 사회적 거리두기 실천 등 예방수칙 준수 요망"
243,2020/03/07 13:40:07,경상북도 영주시,영주시청, 공적마스크 판매 문의는 1577-1255로 전화하여 내선번호 5번 연결 및 110(국민콜)에 전화하여 상담 및 문의 바랍니다.
244,2020/03/07 13:37:37,전라북도 전주시,전주시청, 코로나19 확산 방지에 중대고비입니다. 종교행사를 자제해 주실 것을 간곡히 호소합니다. 전주시민 하나되어 코로나19를 이겨냅시다.
245,2020/03/07 13:32:59,강원도 동해시,동해시청, 3.7 코로나19 종식의 중대고비입니다. 각종 종교행사 및 모임 참석을 자제하시고 사회적 거리두기 및 개인위생수칙을 철저히 지켜 주시기 바랍니다.
246,2020/03/07 13:24:34,경기도 성남시,성남시청,"3.7(토) 분당제생병원 추가확진자 1명 발생(용인 거주). 성남6,8,9,11,12 동선 시홈페이지 및 SNS c11.kr/drp6 공개하였습니다."
247,2020/03/07 13:12:34,부산광역시 강서구,강서구청,"부산-88확진자 발생, 주요동선 3.3.19:00오복미역(오션시티,30분정도),19:37꿈꾸는요리사(오션시티,7분정도), 방역완료,역학조사결과 변동가능"
248,2020/03/07 13:11:36,전라남도 곡성군,곡성군청, 주중미구매자는 토·일요일 구매가능-우체국·농협·하나로마트는 중복구매확인스템구축시까지1인1매판매(3.9.부터 시행예정)
249,2020/03/07 13:11:21,전라남도 곡성군,곡성군청," [마스크5부제시행]보건용마스크약국·우체국·하나로마트신분증지참주당1인2매구입-5부제방식판매(예:출생년도 끝자리수1,6은 월요일)"
250,2020/03/07 13:08:09,경상남도 고성군,고성군청," 코로나 19 예방을 위해 외출자제 요청을 협조드립니다. 타지역 방문 후 발열, 호흡기증상이 있을때는 꼭 보건소에 연락하여 검사를 받으시기 바랍니다."
251,2020/03/07 12:59:01,경상북도 예천군,예천군청, 6확진자 관련 정정 안내입니다. 3.4.(수) 11:30 자택귀가(안동택시) → 11:30 자택귀가(안동지역 택시)
252,2020/03/07 12:52:24,강원도 영월군,영월군청,"출생년도 끝자리 기준 : 월(1,6), 화(2,7), 수(3,8), 목(4,9), 금(5,0)"
253,2020/03/07 12:51:45,강원도 영월군,영월군청," 공적물량 마스크 약국, 우체국 판매 안내 : 3.9.(월)부터 요일별 판매5부제 시행(1주 1인 2매, 신분증 지참)"
254,2020/03/07 12:44:40,경상북도 예천군,예천군청, 현재 6호 확진자는 경주 동국대병원으로 이송중입니다. 의심증상이 있을 시 보건소로 연락바랍니다.
255,2020/03/07 12:42:39,서울특별시 도봉구,도봉구청," 타구 코로나19 추가 확진자에 대한 역학조사결과, 도봉구 이동경로 및 대응조치 사항을 도봉구청 홈페이지에 공지합니다. 참고바랍니다."
256,2020/03/07 12:41:54,전라남도 담양군,담양군청,- 주중 미구매자는 토·일요일 구매가능 - 우체국·농협하나로마트는 중복구매확인시스템 구축시까지 1인 1매 판매 (3.9부터 시행 예정)
257,2020/03/07 12:41:39,전라남도 담양군,담양군청,"[마스크5부제 시행] 보건용마스크 약국·우체국·하나로마트 신분증지참 주당 1인 2매 구입 -5부제방식 판매 (예:출생년도 끝자리수 1,6은 월요일)"
258,2020/03/07 12:33:33,경상북도 예천군,예천군청,"예천권병원, 수정온누리약국 이동 동선 외 변경사항은 확인 되는대로 공지하겠습니다."
259,2020/03/07 12:33:15,경상북도 예천군,예천군청, 3.7(토)수정온누리약국은 금일(3.7.)미영업→3.8(일)영업가능 권병원은 금일(3.7)외래진료불가(응급실은 금일(3.7.)오후부터진료가능)
260,2020/03/07 12:32:54,경상북도 예천군,예천군청," 3.6(금)접촉자(가족 등) 자가격리조치 3.7(토)이동동선에 대한 방역소독 완료(예천권병원, 수정온누리약국)"
261,2020/03/07 12:32:21,경상북도 예천군,예천군청,3.5(목) 자택거주 / 3.6(금)09:00예천권병원도착(자차) 09:05~11:24 예천권병원진료 12:00 자택귀가
262,2020/03/07 12:32:02,경상북도 예천군,예천군청, 3.4.(수)09:01~09:03수정온누리약국 10:00안동성소병원(지인차량) 11:26안동명성약국 11:30자택귀가(안동택시)
263,2020/03/07 12:31:24,경상북도 예천군,예천군청,"6호 확진자(61세,남,효자면)동선안내 3.3.(화):자택/ 3.4.(수) 07:55용문119구급차 병원도착 07:55~09:03권병원진료"
264,2020/03/07 12:24:15,경상북도 봉화군,봉화군청," 봉화군보건소 선별진료소 방문시 신분증 지참하고 방문하여 주시기 바랍니다. 마스크 착용 생활화, 유증상시 보건소(679-5071~5081)문의바랍니다."
265,2020/03/07 12:05:23,서울특별시 강북구,강북구청,"추가 확진자 2명 동선 홈페이지 게시, 코로나19 관련 발열, 기침 증상시 보건소02-901-7704,7706, 콜센터(120/1339)연락바랍니다"
266,2020/03/07 11:55:13,전라남도 곡성군,곡성군청," 코로나19예방을 위해 각종 모임 및 종교행사를 자제하여 주시고, 상대방과 일정한 거리두고 대화화기, 손씻기등을 생활화 해주시기 바랍니다."
267,2020/03/07 11:54:28,충청남도 천안시,천안시청," 코로나19 추가확진자 2명 발생(총86명) 30대(남1, 여1) 개인위생관리철저, 이동경로는 역학조사 중. 시 홈페이지 및 SNS 게시 예정."
268,2020/03/07 11:42:52,전라남도 구례군,구례군청," 코로나19 예방을 위해 pc방, 각종 모임 및 종교행사를 자제하여 주시고, 상대방과 일정한 거리 두고 대화화기, 손씻기 등을 생활화 해주시기 바랍니다"
269,2020/03/07 11:41:06,전라남도 광양시,광양시청,"신천지신도 1,097명 10차 전수조사완료. 지금까지 유증상자 78명 전원 음성판정. 코로나19 확산방지를 위해 사회적거리두기에 동참해주시기 바랍니다."
270,2020/03/07 11:34:05,울산광역시 전체,울산광역시, 코로나19 24번(동구/여/35) 확진자 발생. 개인위생수칙 준수. 타 지역 방문 자제 등 사회적 거리두기 운동을 실천하여 주시기 바랍니다.
271,2020/03/07 11:27:49,충청북도 단양군,단양군청,"3.7.(토) 단양군 확진자 1명발생, 격리병원 이송완료, 소독실시 완료, 역학조사 후 동선은 군 홈페이지 및 문자로 추후 알려드리겠습니다."
272,2020/03/07 11:20:39,경상남도 남해군,남해군청,"코로나19 예방을 위해 사회적 거리두기를 실천해 주시고 불필요한 모임, 외출 및 사람이 많이 모이는 장소나 종교집회 방문을 자제 바랍니다."
273,2020/03/07 11:16:24,경기도 연천군,연천군청,"코로나19 지역감염확산 방지 및 예방을 위해 예배, 법회, 미사 등 종교행사와 각종 모임 참석 등 외출을 자제하여 주시기 바랍니다."
274,2020/03/07 11:12:06,경상북도 영양군,영양군청,"영양군 코로나19 추가확진자 없음. 주말동안 외출자제하시고, 개인위생 철저. 발열 및 호흡기 의심증상시 보건소로 문의바랍니다.054-680-5120"
275,2020/03/07 11:08:48,광주광역시 전체,광주광역시,"코로나19 예방을 위해 사회적 거리두기를 실천하여 주시고 불필요한 모임과 외출, 밀폐된 공간에 많은 사람이 모이는 장소나 종교행사 방문은 자제바랍니다"
276,2020/03/07 11:06:56,충청남도 금산군,금산군청,"코로나 예방을 위해 공급해드린 마스크 착용을 생활화하시고, 사회적거리두기(외출자제 등)실천, 손씻기, 기침예절 준수로 예방에 힘써주시기 바랍니다."
277,2020/03/07 11:06:15,충청북도 괴산군,괴산군청," 3.7.(토) 괴산군 장연면 확진자 추가 3명 발생. 감염 추가 확산우려 주민께서는 외출, 모임은 자제해 주시고 사회적 거리두기 실현바랍니다."
278,2020/03/07 11:05:27,경상북도 포항시,포항시청,41번확진자(여/67세.장량동.대구확진자가족)2.29.~3.3자택거주(3.1.기침증상발생)/3.4.13:00북구보건소선별진료소검사/3.6.17시.확진
279,2020/03/07 11:05:10,경상북도 포항시,포항시청,40번확진자(여/34세.우창동.14번확진자가족)2.26.~3.4자가격리/3.5.14:00포항의료원선별진료소검사(드라이브스루)/3.6.17시.확진
280,2020/03/07 10:57:41,강원도 양구군,양구군청," 외출 자제 등 사회적 거리두기 실천, 손씻기, 발열, 기침 증상 시 관할보건소 또는 033-120, 1339콜센터로 상담바랍니다."
281,2020/03/07 10:56:28,경상북도 봉화군,봉화군청," 출생년도 끝자리 기준 : 월(1,6), 화(2,7), 수(3,8), 목(4,9), 금(5,0)"
282,2020/03/07 10:56:14,경상북도 봉화군,봉화군청,"공적물량 마스크 약국, 우체국 판매안내 : 3.9.(월)~ 요일별 마스크5부제 시행(1주중 1인2매, 신분증지참)"
283,2020/03/07 10:54:51,경기도 하남시,하남시청," 코로나19 심각단계 모임, 종교행사 등 다수참석 최대한 자제, 예방수칙 준수, 의심증상 발생시 연락(031-120)바랍니다."
284,2020/03/07 10:54:45,경기도 광명시,광명시청, 코로나19 확산방지를 위해 상황 진정시 까지 종교행사는 영상물로 대체하는 등 각종 모임 참여 자제를 간곡히 부탁드립니다.
285,2020/03/07 10:50:01,강원도 삼척시,삼척시청,"코로나19 확산 방지를 위하여 휴일 예배, 법회, 미사 등 종교행사 및 각종 모임 참석을 자제하여 주시기 바랍니다."
286,2020/03/07 10:33:09,경기도 과천시,과천시청,"국내 다중시설이용 집단감염이 급증하고 있으니 주말집회,행사 참여 자제, 부득이한 경우 전원 마스크 착용, 사람간 일정거리유지 등 예방수칙 준수바랍니다."
287,2020/03/07 10:30:50,전라남도 여수시,여수시청,"관내 추가확진자는 없으며, 집회·행사 및 확진자 다수발생지역 방문 자제, 사회적 거리두기 적극 동참. 발열·기침시 061-659-4252로 연락바랍니다"
288,2020/03/07 10:28:07,충청북도 보은군,보은군청," 보은군 현재 확진자 없음. 손씻기 등 개인위생철저, 인접 발생지역 방문자제, 외출자제 등 사회적 거리두기 실천에 협조하여 주시기 바랍니다."
289,2020/03/07 10:23:04,경상북도 의성군,의성군청,"전일(3.6.) 확진자 추가발생 없음. 코로나 19 확산대비 외출자제, 마스크 쓰기, 손씻기 등 개인위생에 철저를 기하여 주시기 바랍니다."
290,2020/03/07 10:15:50,서울특별시 강북구,강북구청," 확진자 2명 추가 발생, 번동 확진자의 가족으로 서남병원에 격리조치 및 방문지에 대한 소독완료, 동선 홈페이지 공개시 추가 문자 안내할 예정입니다."
291,2020/03/07 10:13:10,전라북도 전체,전라북도청,코로나19 감염을 막기 위해 당분간 모임과 종교 등 집회를 자제해 주실것을 호소합니다. 사회적 거리 두기로 나와 이웃 모두의 건강을 지킵시다.
292,2020/03/07 10:08:41,전라남도 전체,전남도청," 코로나19 확산방지를 위해 예배, 미사, 법회, 각종 모임 등을 자제하여 주시고, 상대방과 일정한 거리 두고 대화하기, 손 씻기를 생활화합시다."
293,2020/03/07 10:07:40,충청남도 공주시,공주시청,미사·예배·법회 등 신도가 모이는 종교행사 자제와 사회적 접촉 최소화에 적극 동참 요망. 발열·기침 증상시 보건소(041-840-8600)로 문의 바람
294,2020/03/07 10:07:21,경상북도 전체,경상북도," 외출 자제 등 사회적 거리두기 실천, 손씻기, 기침예절 준수, 눈·코·입 만지지 않기, 발열·기침 증상 시 보건소 또는 1339콜센터로 상담바랍니다."
295,2020/03/07 10:02:07,경기도 안산시,안산시청,현재 확진자 역학조사중 향후 동선확인 후 안산시 홈페이지에 공개예정. 031-481-2162
296,2020/03/07 10:00:07,경기도 성남시,성남시청," 3.7(토) 코로나19. 우리시 확진환자 추가 발생(32세, 여, 성남동 거주) 긴급 방역 완료, 확진환자 동선은 추후 홈페이지 공개 예정입니다."
297,2020/03/07 10:00:06,경기도 구리시,구리시청,"코로나19 예방을 위해 개인위생(손씻기, 마스크착용), 외출자제, 종교모임자제, 사회적 거리두기 등 실천에 적극 동참바랍니다.(031-550-8432)"
298,2020/03/07 09:59:58,세종특별자치시,세종시청,코로나19 3번째 확진자 발생. 도담동 새봄GX 줌바댄스 수강생. 이동경로 조사중. 유증상시 보건소044-301-2841~5또는1339로 상담바랍니다.
299,2020/03/07 09:59:52,경상북도 영주시,영주시청, 오늘(3.7.) 약국에서 판매하는 공적판매 마스크는 약국별 배송시간이 달라(12시 ~ 16시) 판매시간 차이가 있음을 알려드립니다.
300,2020/03/07 09:59:36,경상북도 안동시,안동시청,"외출자제 및 사회적거리두기, 마스크착용 및 손씻기 등 개인위생수칙을 반드시 지켜주시고, 확진자가 다녀간 곳은 방역완료 후, 다음날부터 이용가능합니다."
301,2020/03/07 09:48:37,강원도 홍천군,홍천군청," 코로나19 확산 방지를 위하여 예배, 법회, 미사 등 종교행사와 각종 모임 참석을 자제하여 주시기 바랍니다."
302,2020/03/07 09:41:28,경상북도 안동시,안동시청,"3/5 09:30 검체 채취 후 자가격리. 확진자 이동동선 현재 방역실시예정이며, 방역완료 후, 다음날부터 이용 가능합니다."
303,2020/03/07 09:40:38,경상북도 안동시,안동시청,2/21 10:40-45 라라약국(평화동) 2/22 11:00-05 신세계연합의원(평화동) 11:05-10 라라약국 2/23-3/4 동선 역학조사 중
304,2020/03/07 09:40:13,경상북도 안동시,안동시청,"금일 확진자1명 추가발생. 40번(64세,여,평화동,평화현대아파트) 2/19 16:40-17:50김도이미용실 2/20 11:50-12:00김도이미용실"
305,2020/03/07 09:38:26,경상북도 영주시,영주시청," 오늘 추가 확진자 없음, 외출 및 타지역 이동 자제, 손씻기 생활화, 마스크 상시착용, 증상의심시 병원방문 전 보건소 연락 054-631-4000"
306,2020/03/07 09:38:24,경기도 안산시,안산시청,"확진자 2명(부부)발생 용인시 확진자(며느리) 접촉 화정천동로8길 자택등 방역, 접촉자 검사 완료 후 추가동선은 홈페이지 공개 031-481-2162"
307,2020/03/07 09:37:02,경상북도 안동시,안동시청,39번확진자 동선 중 3/4 홈마트운안점(15:00-16:06 -> 15:56-16:07)시간 정정됨을 알려드립니다.
308,2020/03/07 09:30:16,경기도 안산시,안산시청,"확진자 2명(부부) 발생 용인시 기흥구 확진자(며느리) 접촉 화정천동로8길 자택등 방역, 접촉자 검사(격리 조치) 완료 후 추가동선은 홈페이지 공개"
309,2020/03/07 09:26:49,경상북도 봉화군,봉화군청," 코로나 추가확진자 없음. 확진자중 시설격리2명, 병원이송49명 완료. 외출자제, 의심증상시 보건소(679-5071~5081)로 문의바랍니다."
310,2020/03/07 09:26:23,경상북도 예천군,예천군청,"예천6호 확진자 발생(효자면, 하보곡 보실). 현재 동선파악 및 역학조사중이며 동선 파악 완료시 홈페이지 및 재난문자로 알려드리겠습니다."
311,2020/03/07 09:23:00,전라남도 나주시,나주시청," 코로나19 현재까지 추가확진자 없음.코로나19 확산방지를 위해 이번주말은 외출,모임을 자제하는 사회적 거리두기 운동에 적극 동참하여 주시기 바랍니다."
312,2020/03/07 09:12:19,경상북도 영주시,영주시청," 오늘 공적물량 마스크 공급 9,000매(약국 45개소 각 200매 정도, 신분증 지참), 마스크 상시 착용, 유증상시 보건소(639-4000) 연락"
313,2020/03/07 09:11:16,전라남도 진도군,진도군청,"코로나19 지역사회 유입 차단에 군민 여러분의 협조가 필요합니다. 개인위생수칙을 준수하고, 발열·호흡기 증상 의심 시 540-6074로 연락 바랍니다"
314,2020/03/07 09:02:11,경상북도 문경시,문경시청,감염병 예방법 제80조에 따라 벌금 300만원 이하가 부과될 수 있으니 적극 협조하여 주시기 바랍니다. 이상 문경시 보건소에서 알려드렸습니다.
315,2020/03/07 09:01:56,경상북도 문경시,문경시청,"코로나19 확산방지를 위해 자가격리자는 내 가족의 생명을 지킨다는 심정으로 생활수칙을 반드시 준수하여야 합니다. 특히, 격리장소에서 무단이탈하는 경우"
316,2020/03/07 09:00:15,충청북도 청주시,청주시청," 코로나19 추가 확진자 없음(누계 9명, 완치 1명) 외출자제, 손 씻기, 기침예절 등 예방수칙 준수 바랍니다."
317,2020/03/07 08:58:08,경기도 평택시,평택시청,평택K-6(험프리기지)내 확진자(군무원)는 아산시 거주자로 아산시청에서 역학조사 중. 이동경로가 파악되는 대로 홈페이지 및 SNS를 통해 공개하겠습니다
318,2020/03/07 07:05:52,경기도 용인시,용인시청," 15번째 확진자(여/36, 보정동)발생, 격리병원 이송 예정, 소독 실시, 역학조사 후 동선은 SNS 및 홈페이지를 통해 공개하겠습니다."
319,2020/03/06 23:14:22,경기도 의왕시,의왕시청," 의왕1, 군포4 확진자 자택부터 모든 동선 이동시 마스크 착용. 자세한 정보는 시 홈페이지, SNS를 참고하시기 바랍니다."
320,2020/03/06 23:14:13,경기도 의왕시,의왕시청,의왕2(군포4의 아들) 집에서만 체류하고 있어서 동선없음 (3.5.)의왕2 검체 채취 (3.6.)16:00안성의료원 이송
321,2020/03/06 23:13:50,경기도 의왕시,의왕시청,의왕1 이동경로 (3.5.)의왕1 검체 채취 (3.6.)16:00안성의료원 이송
322,2020/03/06 23:13:38,경기도 의왕시,의왕시청," 의왕1 이동경로 (3.3.)11:17~12:00 해맑은소아과,현대프라자약국,한국쇼핑,파리바게트 순차적 방문(역학적 접촉자 없음)"
323,2020/03/06 23:09:49,경기도 의왕시,의왕시청, 군포4 이동경로 (3.5.)22:30안성의료원 이송
324,2020/03/06 23:09:33,경기도 의왕시,의왕시청,"군포4 (3.3.)11:17~12:00오전동해맑은소아과,현대프라자약국,한국쇼핑,파리바게트 방문(역학적 접촉자 없음)"
325,2020/03/06 23:09:12,경기도 의왕시,의왕시청, 군포4 (3.1.) 14:00 오전동 파리바게트 방문(역학적 접촉자 없음)
326,2020/03/06 23:08:57,경기도 의왕시,의왕시청,"군포4(2.29.)10:00~10:50 오전동 한마음가정의학과의원,혜인약국방문(의사 1명 자가격리조치 외 역학적 접촉자 없음)"
327,2020/03/06 23:08:31,경기도 의왕시,의왕시청,"군포4 (2.28.)14:40~15:50 오전동 우리들내과,현대프라자약국 방문(역학적 접촉자 없음)"
328,2020/03/06 23:07:52,경기도 의왕시,의왕시청,군포4 (2.27.)(2.28.)(3.4.) 8:00~8:30군포시 출근(8번마을버스)
329,2020/03/06 23:07:37,경기도 의왕시,의왕시청,"①의왕1번확진자는 군포 소재 직장으로 군포4로 분류. 군포에서 관리,②자녀2명:의왕1,의왕2(군포4의 자녀)"
330,2020/03/06 21:29:23,충청북도 괴산군,괴산군청,"충북 20, 괴산 6번 확진자 3.4. 11:45~12:30 수안보 큰곰식당, 14:00~14:10 장연하나로마트, 동선 중복자 보건소로 연락바랍니다."
331,2020/03/06 21:28:44,충청북도 괴산군,괴산군청," 충청북도 20번, 괴산군 6번 확진자 동선, 3.3. 09:00~09:30 장연우체국, 3.4. 09:00~09:30 장연우체국"
332,2020/03/06 21:27:56,충청북도 괴산군,괴산군청," 충청북도 19번, 괴산 5번 확진자 동선, 무증상자, 자가격리중 확진자로 동선없음."
333,2020/03/06 21:16:25,경상북도 안동시,안동시청,"39번확진자 3/3 23:00- 3/4 02:58 다음노래방(가요방,동부동)으로 상호정정됨을 알려드립니다."
334,2020/03/06 20:53:16,충청북도 괴산군,괴산군청, 3.6.(금) 괴산군 장연면 코로나19 확진자 추가 2명 발생. 군민께서는 감염병 예방수칙을 준수하여 주시기 바랍니다.
335,2020/03/06 20:35:15,서울특별시 양천구,양천구청,코로나19 양천구 3번째 확진자(목5동 거주) 발생. 상세내용은 양천구 블로그 확인 바랍니다. blog.naver.com/yangcheon2016
336,2020/03/06 20:19:27,경상북도 안동시,안동시청,3/2 21:41-22:28 엔젤스코인노래연습장안동대점10번방이용하셨던 남1명(검정롱패딩)여1명(검정롱패딩) 보건소(054-840-6762)연락바랍니다
337,2020/03/06 20:18:51,경상북도 안동시,안동시청,38번확진자 동선 추가안내 3/2 19:50-20:30 엔젤스코인노래연습장 안동대점(송천동) 10번방
338,2020/03/06 19:57:44,서울특별시 강서구,강서구청,3.6.(금) 금천구 코로나19 확진자 중 강서구민(화곡본동)이 포함되어 알려드립니다. 세부 사항은 블로그 참조 바랍니다. bre.is/j6LL363M
339,2020/03/06 19:57:08,경상북도 안동시,안동시청,"3/4 15:00-16:06 홈마트운안점 3/5 13:00 검체채취 후 자가격리. 현재 방역실시예정이며, 방역 후 다음날부터 이용가능합니다."
340,2020/03/06 19:56:35,경상북도 안동시,안동시청,3/3 11:30-31안동농협북부지점ATM기 20:00-23:00고향식당(당북동) 23:00-02:58 다음노래연습장(동부동)
341,2020/03/06 19:56:17,경상북도 안동시,안동시청,2/25~28 자택 2/29 11:50-12:02 홈마트운안점 3/1 자택 3/2 14:00-36안동농협북부지점ATM기 14:36-50 홈마트운안점
342,2020/03/06 19:55:43,경상북도 안동시,안동시청,2/22 13:10-35 홈마트운안점 2/23 11:10-11안동농협북부지점ATM기 11:11-26 홈마트운안점 2/24 17:40-50 홈마트운안점
343,2020/03/06 19:55:18,경상북도 안동시,안동시청,39번동선 2/18-19자택 2/20 15;00-02 유내과의원(평화동) 15:12-16 평화약국(평화동) 15:30-40 홈마트운안점 2/21자택
344,2020/03/06 19:54:58,경상북도 안동시,안동시청,"확진자 1명 발생(안동39번-40세,여,운안동,주택거주) 현재 동선 파악중이며, 파악 즉시 긴급재난문자 발송 및 방역실시하겠습니다."
345,2020/03/06 19:47:01,경상북도 구미시,구미시청,"추가 확진자 1명 발생 : 52번(남,50세,사곡동) 김천 시설 입소자로 구미관내 이동동선은 없습니다."
346,2020/03/06 19:40:34,인천광역시 서구,인천서구청, 코로나19 청라2동 거주자 2차 심층역학조사결과 추가이동경로는 서구 홈페이지·인천서구 페이스북에서 확인가능합니다(032-560-0965~67)
347,2020/03/06 19:34:16,부산광역시 사상구,부산소방본부,부산 사상구 감전동 스티로폼공장에서 18시06분 화재가 발생하였으니 인근주민들은 안전에 유의하시기 바랍니다.문의(051-760-3155)
348,2020/03/06 19:30:04,부산광역시 사상구,사상구청,오늘 18:06경 감전동 광일케미스틸(감전동 511-10) 공장화재 발생. 운전자께서는 우회하여 주시고 인근 주민은 안전사고 발생에 유의 바랍니다.
349,2020/03/06 19:25:50,경상북도 구미시,구미시청,⑦드라이브스루 선별진료소(09:00~10:20)
350,2020/03/06 19:25:19,경상북도 구미시,구미시청,"④3.3 삼성전자서비스센터(도량동,12:10~20) ⑤3.4 직장근무(08:30~18:22) ⑥3.5 직장출근후조퇴(06:29~08:24)"
351,2020/03/06 19:22:38,경상북도 구미시,구미시청,"51번동선①2.29 남안동CC(안동시,13:20~20:00) ②3.2직장출근 후 조퇴(06:14~08:57)③구미보건소선별진료소(09:30~10:00)"
352,2020/03/06 18:53:47,경상북도 포항시,포항시청,"36번확진자(3.5)의 동선중 2.27.16:00 ""리플러스마트장성점(삼흥로74번길 19)""을 ""리플러스마트두호본점(학전로93)""으로 정정합니다."
353,2020/03/06 18:38:16,경상남도 거창군,거창군청,"거창군내 코로나19 확진자 오늘 2명 발생(총18명). 확진자 동선 파악 즉시 전파하겠습니다. 대구, 경북 등 인근 발생지역 방문을 자제바랍니다."
354,2020/03/06 18:37:55,전라남도 구례군,구례군청,"군민들께서는 코로나19 예방을 위해 손씻기, 마스크 착용, 외출,행사 및 종교행사 자제, 기침 및 발열시 보건의료원(061-780-2673)상담바랍니다"
355,2020/03/06 18:33:54,충청북도 괴산군,괴산군청,"충청북도 16번, 괴산 2번 확진자 동선 수정공개, 새봄미용실, 보경약국 등은 확진자 동선과 관련이 없는 것으로 두번째 수정 공개동선을 참고 바랍니다."
356,2020/03/06 18:29:56,부산광역시 해운대구,해운대구청,"해운대구 추가 확진자 발생. 사회적 거리두기, 기침예절준수, 발열, 기침 증상시 보건소 또는 지역번호+120, 1339콜센터로 상담바랍니다."
357,2020/03/06 18:24:31,경상북도 김천시,김천시청,④변동사항 추후 공지/ 이동경로에 따라 해당시간에 방문하신 분들은 보건소(054-433-4000) 로 연락주시기 바랍니다.
